PGC_name       PGC_no        vrad      e_vrad        vopt      e_vopt           v         e_v        vvir        zvir     z_err          type     objname   hl_names
PGC0007889        7889       -9999       -9999      5301.8           0      5301.8           0      5199.8     0.01734           0          S0     NGC0809 6dFJ0204190-084407
PGC0007905        7905      1920.6         5.1        1940        14.3      1922.8         5.5      1814.2    0.006052   1.835e-05        SBcd     NGC0811 SDSSJ020434.82-100630.4
PGC0007965        7965       -9999       -9999      7781.6        31.6      7781.6        31.6        7788     0.02598   0.0001054           E     NGC0810 SDSSJ020528.56+131505.8
PGC0007966        7966      7526.3         4.3      7525.5        23.2      7526.3           3      7533.1     0.02513   1.001e-05          Sc    UGC01584    UGC01584
PGC0007979        7979       -9999       -9999     12728.8        14.7     12728.8        14.7     12665.3     0.04225   4.903e-05          Sc    UGC01588  2MFGC01612
PGC0007998        7998      1899.6           5      1920.9         4.6      1911.2         7.9      1803.6    0.006016   2.635e-05         SBm   PGC007998 HIPASSJ0205-09
PGC0008014        8014      7424.6         5.1      7430.1        15.1      7425.1         3.3      7431.5     0.02479   1.101e-05        SABc    UGC01593 MCG+02-06-028
PGC0008029        8029       -9999       -9999     12709.1        26.4     12709.1        26.4     12647.4     0.04219   8.806e-05          S0    UGC01597 SDSSJ020615.98-001729.1
PGC0008060        8060      5993.8         5.2      6006.9        19.1      5994.7         4.2      5930.1     0.01978   1.401e-05          Sd    UGC01603 CGCG387-036
PGC0008165        8165      4422.7         5.1      4434.1          21      4423.3         3.9      4434.5     0.01479   1.301e-05          Sb     NGC0820 MCG+02-06-036
PGC0008182        8182        4051         4.9      4056.7         6.4      4053.2         3.4      3954.4     0.01319   1.134e-05         SBc     NGC0829 HIPASSJ0208-07
PGC0008201        8201       -9999       -9999      3858.6         9.5      3858.6         9.5      3759.9     0.01254   3.169e-05        E-SO     NGC0830   PGC008201
PGC0008225        8225        3810        65.3      3839.4        11.1      3838.5         8.5      3728.6     0.01244   2.835e-05          Sa     NGC0833 HCG016:[DRC97]02B
PGC0008228        8228      3854.4         6.8      4053.1        12.1      3901.8          60      3791.8     0.01265   0.0002001         Sab     NGC0835 HCG016:[DRC97]01A
PGC0008232        8232      1933.1         5.1      1920.4        17.4        1932         4.2      1824.2    0.006085   1.401e-05        SBbc      IC0210  2MFGC01656
PGC0008250        8250       -9999       -9999        3850         0.9        3850         0.9      3739.9     0.01247   3.002e-06          S0     NGC0838     HCG016C
PGC0008258        8258       -9999       -9999      3799.1        13.5      3799.1        13.5      3700.3     0.01234   4.503e-05          S0     NGC0842 6dFJ0209508-074545
PGC0008295        8295        2005         5.4      2046.7           3        2037        12.6      1928.8    0.006434   4.203e-05         SBc   PGC008295   AGC420037
PGC0008302        8302        3539         4.9       -9999       -9999        3539         4.9      3483.6     0.01162   1.634e-05           I    UGC01665 SDSSJ021022.53+011204.1
PGC0008397        8397      1533.4        10.9      1570.5        20.5      1541.6        12.8      1434.9    0.004786    4.27e-05          Sm     NGC0853 HIPASSJ0211-09
PGC0008399        8399       -9999       -9999        7724          53        7724          53      7734.1      0.0258   0.0001768          S0    UGC01687   PGC008399
PGC0008406        8406      4410.4           5       -9999       -9999      4410.4           5        4419     0.01474   1.668e-05          Sm    UGC01689    UGC01689
PGC0008412        8412      3822.3         5.4        3855        37.2        3823           5        3832     0.01278   1.668e-05          Sm    UGC01693 SDSSJ021203.23+140615.0
PGC0008439        8439       -9999       -9999     12241.9        25.5     12241.9        25.5       12176     0.04061   8.506e-05          Sa    UGC01698 6dFJ0212197-004842
PGC0008464        8464     12312.8         5.7       -9999       -9999     12312.8         5.7     12320.9      0.0411   1.901e-05         Scd    UGC01702    UGC01702
PGC0008502        8502        4787         8.5      4795.3        24.4      4787.9           6      4688.6     0.01564   2.001e-05          Sa   PGC008502 6dFJ0213163-073951
PGC0008522        8522     12328.5         6.1     12331.2          27     12328.6         4.1     12335.3     0.04115   1.368e-05          Sa    UGC01710 MCG+02-06-048
PGC0008526        8526        6015        12.1      6020.5        21.4      6016.3         7.5      5950.6     0.01985   2.502e-05          Sa     NGC0856 6dFJ0213383-004302
PGC0008586        8586        7910        15.4      7872.6        33.8      7903.6        14.1      7837.3     0.02614   4.703e-05          Sa     NGC0863 SDSSJ021433.55-004600.2
PGC0008659        8659       -9999       -9999      8044.6        19.4      8044.6        19.4      7978.2     0.02661   6.471e-05        E-SO     NGC0868 6dFJ0215585-004249
PGC0008718        8718        6446        10.5      6388.2        21.3      6434.7        17.5      6377.7     0.02127   5.837e-05        S0-a     NGC0867     NGC0867
PGC0008876        8876        7737         6.1      7750.4          20      7738.1         4.7        7673     0.02559   1.568e-05          Sb    UGC01794 6dFJ0219412-001521
PGC0008929        8929       -9999       -9999      7296.2        28.3      7296.2        28.3      7234.8     0.02413    9.44e-05        S0-a    UGC01809 NPM1G+00.0089
PGC0008979        8979       -9999       -9999       -9999       -9999       -9999       -9999       -9999      -99.99      -99.99        S0-a    UGC01824 MCG+00-07-006
PGC0009028        9028      1538.3         4.2      1557.7          25      1538.8         3.7      1471.3    0.004908   1.234e-05         Scd    UGC01839 6dFJ0222301-003702
PGC0009256        9256      6407.8         8.8        6421          10      6413.6         6.7      6346.5     0.02117   2.235e-05        SBbc     NGC0926 6dFJ0226067-001955
PGC0009283        9283       -9999       -9999      1535.4         2.1      1535.4         2.1      1475.6    0.004922   7.005e-06           E      IC0225 SDSSJ022628.28+010937.9
PGC0009352        9352       -9999       -9999      6323.5        18.6      6323.5        18.6      6256.6     0.02087   6.204e-05        E-SO     NGC0934 6dFJ0227329-001440
PGC0009359        9359        1340         5.5      1340.4           0      1340.4       -9999      1268.9    0.004233      -99.99        S0-a     NGC0936 6dFJ0227375-010922
PGC0009376        9376       12275         8.2     12275.2        14.9     12275.1         5.9     12211.7     0.04073   1.968e-05         Sbc    UGC01934  2MFGC01914
PGC0009406        9406        1464        11.5       -9999       -9999        1464        11.5        1395    0.004653   3.836e-05         IAB    UGC01949   PGC009406
PGC0009414        9414        1591         5.5      1601.2           0      1601.2       -9999      1529.5    0.005102      -99.99        SABc     NGC0941 6dFJ0228279-010906
PGC0009445        9445        6068        10.4      6053.4        16.5      6063.8         7.7      5999.6     0.02001   2.568e-05          Sc    UGC01962 SRGb145.004
PGC0009514        9514       -9999       -9999      6611.2        24.7      6611.2        24.7      6550.7     0.02185   8.239e-05          S0      IC0231 SRGb145.008
PGC0009530        9530      1511.5         9.1        1336         275      1511.3         7.7      1449.5    0.004835   2.568e-05          IB    UGC01981    UGC01981
PGC0009549        9549      1485.3         7.3      1559.6        13.9      1501.5        22.2      1429.6    0.004769   7.405e-05         Sab     NGC0955  2MFGC01965
PGC0009617        9617      6331.4         3.4      6358.2          25      6331.9         3.7      6266.6      0.0209   1.234e-05          Sc    UGC01998 MCG+00-07-032
PGC0009621        9621       -9999       -9999      4908.7        15.1      4908.7        15.1        4797       0.016   5.037e-05          Sb     NGC0960  2MFGC01984
PGC0009642        9642       -9999       -9999      6607.1          22      6607.1          22      6546.4     0.02184   7.338e-05        E-SO    UGC02005 SRGb145.025
PGC0009643        9643      6540.4         6.6      6551.2        13.1      6542.6           5      6480.2     0.02162   1.668e-05          Sc    UGC02004 SRGb145.026
PGC0009684        9684       -9999       -9999      6183.9        17.2      6183.9        17.2      6118.2     0.02041   5.737e-05        S0-a    UGC02018 SRGb145.032
PGC0009711        9711       -9999       -9999      6699.5        15.2      6699.5        15.2      6634.5     0.02213    5.07e-05         Sab    UGC02024 SRGb145.036
PGC0009765        9765        6581        10.4      6584.5        13.3      6582.3         5.9      6519.6     0.02175   1.968e-05          Sc    UGC02044 SRGb145.045
PGC0009817        9817       -9999       -9999     12933.6        14.5     12933.6        14.5     12823.6     0.04277   4.837e-05           I     NGC0985 SDSSJ023437.83-084716.0
PGC0009822        9822       -9999       -9999      6603.8          13      6603.8          13        6499     0.02168   4.336e-05         SBc   PGC009822   PGC009822
PGC0009843        9843      1505.4         3.9      1512.5        18.4      1505.7         2.9      1392.9    0.004646   9.673e-06          Sc     NGC0988  2MFGC02040
PGC0009846        9846      1532.8         4.5        1532         1.1      1532.1         0.7      1429.6    0.004769   2.335e-06        SABc     NGC0991 2MASXJ02353199-0709366
PGC0009869        9869      2613.9         3.2      2636.2        23.1      2614.4         3.1      2548.6    0.008501   1.034e-05        SABc    UGC02081 HIPASSJ0236+00A
PGC0009880        9880       -9999       -9999     11237.2        25.7     11237.2        25.7     11165.9     0.03725   8.573e-05          Sc    UGC02088  2MFGC02058
PGC0009894        9894      6587.9         6.4      6578.9        17.8      6586.8         4.7      6522.4     0.02176   1.568e-05          Sc    UGC02091  2MFGC02061
PGC0010060   1.006e+04        2725         7.9        2736        28.7      2725.8         5.7      2662.6    0.008881   1.901e-05        S0-a     NGC1032 SRGb149.043
PGC0010065   1.006e+04      1243.7         5.3        1234           7      1240.1         4.5      1132.2    0.003777   1.501e-05          Sc     NGC1035  2MFGC02101
PGC0010108   1.011e+04        7285         8.5      7247.5          80      7284.6         6.7      7173.4     0.02393   2.235e-05          Sc     NGC1033 6dFJ0240161-084637
PGC0010117   1.012e+04      1181.1         3.8       -9999       -9999      1181.1         3.8      1118.4    0.003731   1.268e-05          IB    UGC02162 HIPASSJ0240+01
PGC0010122   1.012e+04      1370.6         3.9      1410.8          50      1370.8         3.5      1261.2    0.004207   1.167e-05        SABc     NGC1042 6dFJ0240240-082601
PGC0010132   1.013e+04        1340        24.7      1442.7        15.5      1413.8        33.9      1305.5    0.004355   0.0001131        S0-a     NGC1047   PGC010132
PGC0010137   1.014e+04       -9999       -9999     11354.8        19.8     11354.8        19.8     11244.6     0.03751   6.605e-05        SBbc    NGC1048A    NGC1048A
PGC0010140   1.014e+04       -9999       -9999     11622.2        26.5     11622.2        26.5     11512.1      0.0384   8.839e-05        S0-a    NGC1048B     NGC1048
